,Number,Position,Team,Age,Foot,Experience,Experience_VFF,Video,Decision,RT
0,25,Fosvarsspiller,U17,14,Højre,9,4,Warmup/Klip_2\Klip_2_2.mp4,pass it over,12.597429100074805
1,25,Fosvarsspiller,U17,14,Højre,9,4,Warmup/Klip_1\Klip_1_1.mp4,highest free man,14.32678689993918
2,25,Fosvarsspiller,U17,14,Højre,9,4,Warmup/Klip_3\Klip_3_1.mp4,highest free man,10.345915599958971
3,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_16\Klip_16_1.mp4,switch play,6.771465600002557
4,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_93\Klip_93_3.mp4,false highest free man2,19.09303730004467
5,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_69\Klip_69_2.mp4,link out,11.208130400045775
6,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_14\Klip_14_1.mp4,switch play2,23.263351900037378
7,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_58\Klip_58_3.mp4,switch play2,7.707048999960534
8,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_74\Klip_74_1.mp4,pass it over,17.44292319996748
9,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_7\Klip_7_1.mp4,link out,4.968965400010347
10,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_86\Klip_86_3.mp4,switch play,9.609603699995205
11,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_64\Klip_64_2.mp4,link out,34.64527530001942
12,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_88\Klip_88_4.mp4,false switch play,12.811366599984467
13,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_23\Klip_23_2.mp4,switch play,17.263237199978903
14,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_78\Klip_78_1.mp4,pass it over,56.04043539997656
15,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_72\Klip_72_1.mp4,highest free man2,15.38294269994367
16,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_10\Klip_10_1.mp4,link out,7.590419300016947
17,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_87\Klip_87_3.mp4,switch play,14.94030500005465
18,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_24\Klip_24_2.mp4,switch play2,20.8917708999943
19,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_80\Klip_80_3.mp4,switch play2,16.380824199994095
20,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_70\Klip_70_1.mp4,highest free man,4.688679600018077
21,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_8\Klip_8_2.mp4,link out,15.149182100081816
22,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_21\Klip_21_2.mp4,false highest free man,17.38795190001838
23,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_12\Klip_12_2.mp4,switch play,12.149629099993035
24,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_22\Klip_22_1.mp4,highest free man,11.158989100018516
25,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_18\Klip_18_3.mp4,switch play,24.179328000056557
26,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_6\Klip_6_1.mp4,link out,21.058456099941395
27,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_30\Klip_30_1.mp4,switch play,6.201624699984677
28,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_35\Klip_35_1.mp4,highest free man,5.774823199957609
29,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_15\Klip_15_1.mp4,pass it over,21.033071300014853
30,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_55\Klip_55_2.mp4,pass it over,33.772736500017345
31,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_77\Klip_77_2.mp4,link out2,11.133734600036405
32,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_84\Klip_84_4.mp4,false switch play,15.109789000009187
33,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_13\Klip_13_1.mp4,highest free man,8.012182200094685
34,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_38\Klip_38_1.mp4,highest free man,4.438979400089011
35,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_5\Klip_5_1.mp4,switch play,26.35913530003745
36,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_27\Klip_27_1.mp4,highest free man2,15.199765300028957
37,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_81\Klip_81_4.mp4,pass it over,27.37777909997385
38,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_33\Klip_33_1.mp4,highest free man,13.923995800083503
39,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_43\Klip_43_2.mp4,switch play,15.186178499949165
40,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_60\Klip_60_3.mp4,switch play,16.922713999985717
41,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_39\Klip_39_3.mp4,switch play,14.855291299987584
42,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_73\Klip_73_2.mp4,switch play,6.324033000040799
43,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_90\Klip_90_4.mp4,pass it over,25.197390399989672
44,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_36\Klip_36_1.mp4,switch play,7.544483500067145
45,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_82\Klip_82_4.mp4,false link out,8.444782000035048
46,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_85\Klip_85_4.mp4,pass it over,5.0452457999344915
47,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_92\Klip_92_3.mp4,false link out,15.074432000052184
48,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_91\Klip_91_3.mp4,false link out,17.416637099930085
49,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_65\Klip_65_2.mp4,switch play,10.575506699969992
50,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_59\Klip_59_1.mp4,highest free man2,7.458520999993198
51,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_66\Klip_66_1.mp4,highest free man,17.817417899961583
52,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_28\Klip_28_3.mp4,switch play,3.8139376000035554
53,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_45\Klip_45_3.mp4,switch play2,7.2355791999725625
54,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_57\Klip_57_2.mp4,switch play2,10.793284500017762
55,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_75\Klip_75_1.mp4,false pass it over,5.773667800007388
56,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_26\Klip_26_1.mp4,highest free man,4.427159699960612
57,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_83\Klip_83_4.mp4,pass it over,5.213351699989289
58,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_32\Klip_32_3.mp4,false highest free man,21.7399696999928
59,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_89\Klip_89_4.mp4,pass it over,14.351725299959071
60,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_62\Klip_62_2.mp4,switch play,3.1350116999819875
61,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_94\Klip_94_3.mp4,switch play,13.496708299964666
62,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_71\Klip_71_3.mp4,switch play,13.701774000073783
63,25,Fosvarsspiller,U17,14,Højre,9,4,Pictures/Klip_17\Klip_17_2.mp4,link out,6.639306099968962
